id,created_at,added_at,title,url,max_score,max_comments
42163569,1731843333,1732464000,Compiler Optimization in a Language You Can Understand,https://sbaziotis.com/compilers/compiler-opt.html,37,0
42163591,1731843465,1732464000,"Garak, LLM Vulnerability Scanner",https://github.com/NVIDIA/garak,211,62
42163872,1731846957,1732464000,Shadow Boxing (2016),https://www.espn.com/espn/eticket/story?page=091216/jimmyrobinson&redirected=true,59,13
42163978,1731848385,1732464000,Memos – An open source Rewinds / Recall,https://github.com/arkohut/memos,129,34
42164058,1731849633,1732464000,Transactional Object Storage?,https://blog.mbrt.dev/posts/transactional-object-storage/,89,29
42164071,1731849761,1732464000,Show HN: Model2vec – Lightning-fast Static Embeddings for RAG/Semantic Search,https://github.com/MinishLab/model2vec,28,4
42164107,1731850229,1732464000,Nash equilibria in Ballmer's binary-search interview game,https://quuxplusone.github.io/blog/2024/09/04/the-game-is-flawed/,144,40
42164141,1731850779,1732464000,Claude AI built me a React app to compare maps side by side,https://github.com/veloplanner/map-matrix,222,201
42164154,1731851043,1732464000,The myth that you can’t build interactive web apps except as single page app,https://htmx.org/essays/you-cant/,261,143
42164196,1731851800,1732464000,How Many 'Copilots' Do We Need?,https://tongwing.woon.sg/blog/copilot-which-one/,16,1
42164491,1731855384,1732464000,Battery-Free Bioelectronic Implants,https://www.chemistryworld.com/features/battery-free-bioelectronic-implants/4020431.article,42,14
42164637,1731857018,1732464000,A Taxonomy of AgentOps,https://arxiv.org/abs/2411.05285,67,1
42164923,1731859874,1732464000,Defending Open Source: Protecting the Future of WordPress,https://automattic.com/2024/protecting-wordpress/,20,3
42165057,1731861266,1732464000,Good Software Development Habits,https://zarar.dev/good-software-development-habits/,362,189
42165397,1731864045,1732464000,AlphaProof's Greatest Hits,https://rishimehta.xyz/2024/11/17/alphaproofs-greatest-hits.html,249,132
42165517,1731865079,1732464000,The World Grid and New Geographies of Cooperation,https://centerforneweconomics.org/newsletters/the-world-grid-and-new-geographies-of-cooperation/,45,7
42165759,1731867134,1732464000,Show HN: A dynamic C (Hot reloading) module-based Web Framework,https://github.com/joexbayer/c-web-modules,128,50
42166085,1731869772,1732464000,OpenWrt: Major Change Notice: New Package Manager,https://forum.openwrt.org/t/major-change-notice-new-package-manager/215682,24,4
42166606,1731873264,1732464000,Why did Windows 95 setup use three operating systems?,https://devblogs.microsoft.com/oldnewthing/20241112-00/?p=110507,151,63
42166948,1731875486,1732464000,You could have designed state of the art positional encoding,https://fleetwood.dev/posts/you-could-have-designed-SOTA-positional-encoding,213,45
42167388,1731878419,1732464000,Electron Spins: a special case of Chromium mods,https://littlebearlabs.io/perspectives/electron-spins-a-special-case-of-chromium-mods,30,7
42167633,1731880226,1732464000,Reverse Engineering iOS 18 Inactivity Reboot,https://naehrdine.blogspot.com/2024/11/reverse-engineering-ios-18-inactivity.html,519,168
42167749,1731881111,1732464000,Is Chrome the New IE? (2023),https://www.magiclasso.co/insights/is-chrome-the-new-ie/,284,301
42167763,1731881185,1732464000,Solar-powered desalination system requires no extra batteries,https://news.mit.edu/2024/solar-powered-desalination-system-requires-no-extra-batteries-1008,132,45
42167809,1731881484,1732464000,Nokolexbor: Drop-in replacement for Nokogiri. 5.2x faster at parsing HTML,https://github.com/serpapi/nokolexbor,77,11
42168166,1731884845,1732464000,Show HN: Nova JavaScript Engine,https://github.com/trynova/nova,271,102
42168423,1731887556,1732464000,The withering dream of a cheap American electric car,https://www.wsj.com/business/autos/the-withering-dream-of-a-cheap-american-electric-car-ad7e1113,159,758
42168491,1731888475,1732464000,Show HN: The App I Built to Help Manage My Diabetes,https://apps.apple.com/gb/app/islet-diabetes/id6453168642,185,73
42168503,1731888560,1732464000,Museum of Bad Art,https://museumofbadart.org/,207,137
42168576,1731889380,1732464000,"ChibiHash: Small, Fast 64 bit hash function",https://nrk.neocities.org/articles/chibihash,104,31
42168649,1731890349,1732464000,Steve Jobs Archive,https://stevejobsarchive.com/,20,0
42168652,1731890374,1732464000,Teen behind hundreds of swatting attacks pleads guilty to federal charges,https://www.wired.com/story/alan-filion-torswats-guilty-plea-federal-charges-swatting/,242,386
42168921,1731893374,1732464000,Pi-sized x86_64 Devlopment board,https://interfacinglinux.com/2024/11/13/radxa-x4-pi-sized-x86_64/,20,0
42168997,1731894161,1732464000,It's time to replace TCP in the datacenter (2023),https://arxiv.org/abs/2210.00714,188,156
42169363,1731898931,1732464000,Phonetic Matching,https://smoores.dev/post/phonetic_matching/,77,36
42169594,1731902190,1732464000,JM Coetzee on Zbigniew Herbert,https://www.telegraph.co.uk/books/authors/jm-coetzee-zbigniew-herbert-poetry-penguin-modern-classics/,45,13
42169998,1731908458,1732464000,We are shutting down the Ondsel FreeCAD business,https://ondsel.com/blog/goodbye/,316,184
42170281,1731911902,1732464000,"Removing global state from LLD, the LLVM linker",https://maskray.me/blog/2024-11-17-removing-global-state-from-lld,84,30
42170356,1731912813,1732464000,Science Talk – What Are Pulsar Planets? (2022),https://www.spaceaustralia.com/news/science-talk-what-are-pulsar-planets,4,1
42170423,1731913835,1732464000,Fortran II Hypersource,https://texdraft.github.io/fortran/fortran.html,79,8
42170519,1731915436,1732464000,Show HN: Dumbo – Hono inspired framework for PHP,https://github.com/notrab/dumbo,76,65
42170552,1731915903,1732464000,Against Best Practices,https://www.arp242.net/best-practices.html,280,208
42170721,1731918336,1732485600,The Power of Small Brain Networks,https://nautil.us/the-power-of-small-brain-networks-1138987/,61,11
42170740,1731918812,1732464000,Reactive HTML Notebooks,https://maxbo.me/a-html-file-is-all-you-need.html,360,54
42171043,1731923094,1732464000,LLaVA-O1: Let Vision Language Models Reason Step-by-Step,https://arxiv.org/abs/2411.10440,177,32
42171051,1731923173,1732464000,GaussianAnything: Interactive Point Cloud Latent Diffusion for 3D Generation,https://nirvanalan.github.io/projects/GA/,83,10
42171096,1731923824,1732464000,Interactive Visual Sorting,https://mszula.github.io/visual-sorting/,168,31
42171146,1731924521,1732464000,Computer Networking Fundamentals – Learning Series (2023),https://iximiuz.com/en/series/computer-networking-fundamentals/,180,14
42171164,1731924808,1732464000,I was banned from the hCaptcha accessibility account for not being blind (2023),https://michaels.world/2023/11/i-was-banned-from-the-hcaptcha-accessibility-account-for-not-being-blind/,409,268
42171248,1731926321,1732464000,Stack Analyser: detect technologies used inside a repo,https://github.com/specfy/stack-analyser,66,11
42171311,1731927074,1732464000,Show HN: Documind – Open-source AI tool to turn documents into structured data,https://github.com/DocumindHQ/documind,169,64
42171379,1731927969,1732464000,Open-interpreter: A natural language interface for computers,https://github.com/OpenInterpreter/open-interpreter,71,17
42171685,1731931592,1732464000,Writes Large Correct Programs (2008),https://www.johndcook.com/blog/2008/09/19/writes-large-correct-programs/,143,106
42171693,1731931623,1732464000,Playground Wisdom: Threads Beat Async/Await,https://lucumr.pocoo.org/2024/11/18/threads-beat-async-await/,169,98
42171924,1731934585,1732464000,How dermatology became the 'it' job in medicine,https://www.wsj.com/lifestyle/careers/dermatology-jobs-salary-young-doctors-174cfe53,47,115
42172015,1731935510,1732464000,Growing Music: musical interpretations of L-Systems [pdf] (2005),https://ccrma.stanford.edu/~elisse/256A/final/growing%20music%20-%20musical%20interpretations%20of%20l-systems.pdf,41,10
42172034,1731935684,1732464000,Blogging Through the Decades,https://bcantrill.dtrace.org/2024/11/16/blogging-through-the-decades/,63,18
42172203,1731937305,1732464000,"A century later, a taped message solves the mystery of a WWI doughboy's death",https://www.washingtonpost.com/history/2024/11/18/foster-stevens-wwi-armistice-belleau-wood-meuse-argonne-offensive/,129,54
42172281,1731937987,1732464000,"Bhutan, after prioritizing happiness, now faces an existential crisis",https://www.cbsnews.com/news/bhutan-emigration-crisis-60-minutes/,271,365
42172565,1731940277,1732464000,Two undersea cables in Baltic Sea disrupted,https://www.cnn.com/2024/11/18/europe/undersea-cable-disrupted-germany-finland-intl/index.html,597,1043
42172575,1731940384,1732464000,Music as Language (2019) [pdf],https://omelkonian.github.io/data/publications/music-grammars.pdf,69,17
42172705,1731941089,1732464000,The shrimp welfare project,https://benthams.substack.com/p/the-best-charity-isnt-what-you-think,82,168
42172798,1731941558,1732464000,November 1861: Chalmers' under Channel railway,https://www.theengineer.co.uk/content/archive/november-1861-chalmers-under-channel-railway/,23,9
42172857,1731941858,1732464000,Mathematical Thinking Isn't What You Think It Is,https://www.quantamagazine.org/mathematical-thinking-isnt-what-you-think-it-is-20241118/,66,13
42173114,1731943145,1732464000,The Skyline algorithm for packing 2D rectangles,https://jvernay.fr/en/blog/skyline-2d-packer/implementation/,222,55
42173119,1731943164,1732464000,"Show HN: Tips.io – A Tailwind playground with AI, page management, and theming",https://tips.io,289,60
42173184,1731943461,1732464000,Bird brain from the age of dinosaurs reveals roots of avian intelligence,https://www.cam.ac.uk/stories/roots-of-bird-intelligence,124,6
42173233,1731943737,1732464000,A BBC navigation bar component broke depending on the external monitor,https://www.joshtumath.uk/posts/2024-11-08-how-a-bbc-navigation-bar-component-broke-depending-on-which-external-monitor-it-was-on/,294,120
42173292,1731944000,1732464000,Scientists Clone Two Black-Footed Ferrets from Frozen Tissues,https://www.smithsonianmag.com/smart-news/scientists-clone-two-black-footed-ferrets-from-frozen-tissues-in-conservation-effort-180984203/,94,18
42173538,1731945187,1732464000,Undersea Cables Connect the Global Internet,https://nautil.us/your-datas-strange-undersea-voyage-1138554/,72,28
42173960,1731947226,1732464000,Extending the context length to 1M tokens,https://qwenlm.github.io/blog/qwen2.5-turbo/,116,107
42174085,1731947950,1732464000,Bit-twiddling optimizations in Zed's Rope,https://zed.dev/blog/zed-decoded-rope-optimizations-part-1,168,50
42174105,1731948062,1732464000,A joke in approximating numbers raised to irrational powers,https://www.andreinc.net/2024/11/18/a-function-to-approximate-raising-small-numbers-to-small-irrational-powers,109,41
42174181,1731948458,1732464000,Bayesian Neural Networks,https://www.cs.toronto.edu/~duvenaud/distill_bayes_net/public/,259,54
42174204,1731948549,1732464000,"Launch HN: Regatta Storage (YC F24) – Turn S3 into a local-like, POSIX cloud FS",,587,317
42174231,1731948689,1732464000,MailCatcher runs a super simple SMTP server,https://mailcatcher.me/,298,90
42174703,1731951085,1732464000,Illegally logged wood from Cambodia likely ending up in U.S. homes,https://news.mongabay.com/short-article/illegally-logged-wood-from-cambodia-likely-ending-up-in-u-s-homes/,133,87
42174826,1731951781,1732464000,Casio to Release Ring Watch,https://hypebeast.com/2024/11/casio-ring-watch-crw-001-1jr-release-info,31,8
42174829,1731951793,1732464000,Show HN: FastGraphRAG – Better RAG using good old PageRank,https://github.com/circlemind-ai/fast-graphrag,455,119
42175023,1731952878,1732464000,20 years of Google Scholar,https://blog.google/outreach-initiatives/education/google-scholar-20-years/,418,190
42175316,1731954261,1732464000,The tragedy of running an old Node project,https://abdisalan.com/posts/tragedy-running-old-node-project/,270,401
42175624,1731956073,1732464000,AMD now has more compute on the top 500 than Nvidia,https://www.nextplatform.com/2024/11/18/amd-now-has-more-compute-on-the-top500-than-nvidia/,197,134
42175821,1731957213,1732464000,End-to-End Tour of Text Layout/Rendering (2015),http://litherum.blogspot.com/2015/02/end-to-end-tour-of-text-rendering.html,43,4
42175930,1731957881,1732464000,"Are at-home genetic tests worth it? As an oncologist, here's my advice.",https://www.washingtonpost.com/wellness/2024/11/18/home-genetic-cancer-test-mutation/,23,35
42176051,1731958515,1732464000,New Book on Aphex Twin to Be Published This Autumn,https://thequietus.com/news/new-book-on-aphex-twin-to-be-published-this-autumn/,30,4
42176081,1731958724,1732464000,Apple Intelligence notification summaries are pretty bad,https://arstechnica.com/apple/2024/11/apple-intelligence-notification-summaries-are-honestly-pretty-bad/,74,38
42176911,1731963346,1732464000,DNA testing company vanishes along with its customers' genetic data,https://www.malwarebytes.com/blog/news/2024/11/dna-testing-company-vanishes-along-with-its-customers-genetic-data,114,49
42176940,1731963483,1732464000,Fireworks F1: A Breakthrough in Complex Reasoning with Compound AI,https://fireworks.ai/blog/fireworks-compound-ai-system-f1,17,8
42177251,1731965271,1732464000,Transitioning from the attention era to the automation era,https://www.dbreunig.com/2024/11/18/transitioning-from-the-attention-era-to-the-automation-era.html,10,2
42177462,1731966456,1732464000,Hyperfine: A command-line benchmarking tool,https://github.com/sharkdp/hyperfine,240,55
42177584,1731967206,1732464000,Only buy a magnetic keyboard for gaming,https://www.tomsguide.com/computing/peripherals/mechanical-keyboards-are-dead-heres-why-you-should-only-buy-a-magnetic-keyboard-for-gaming,91,169
42177619,1731967494,1732464000,Scientific American's departing editor and the politicization of science,https://reason.com/2024/11/18/how-scientific-americans-departing-editor-helped-degrade-science/,497,997
42177767,1731968647,1732464000,DOJ will push Google to sell off Chrome,https://www.bloomberg.com/news/articles/2024-11-18/doj-will-push-google-to-sell-off-chrome-to-break-search-monopoly,1242,1435
42177984,1731970273,1732464000,Traits are a local maximum,https://thunderseethe.dev/posts/traits-are-a-local-maxima/,120,100
42178130,1731971091,1732464000,Show HN: Venmo Unofficial API,https://github.com/Integuru-AI/Venmo-Unofficial-API,92,46
42178606,1731974198,1732464000,IBM Research's AIU family of chips,https://research.ibm.com/blog/aiu-chip-family-ibm-research,11,0
42178916,1731976515,1732464000,Why I hate the index finger (1980),https://pmc.ncbi.nlm.nih.gov/articles/PMC2997957/,257,99
42179176,1731978946,1732464000,"/e/OS: A complete ""deGoogled"" mobile ecosystem",https://e.foundation/e-os/,64,55
42179467,1731982167,1732464000,Maslow 4: Large format CNC routing made accessible,https://www.maslowcnc.com,238,93
42179541,1731983114,1732464000,Sequin: A powerful little tool for inspecting ANSI escape sequences,https://github.com/charmbracelet/sequin,105,31
42179774,1731985939,1732464000,Rats Learned to Drive–and They Love It,https://theconversation.com/im-a-neuroscientist-who-taught-rats-to-drive-their-joy-suggests-how-anticipating-fun-can-enrich-human-life-239029,234,99
42179850,1731986823,1732464000,A 132-Year-Old Message in a Bottle in a Scottish Lighthouse,https://www.nytimes.com/2024/11/15/world/europe/message-in-bottle-lighthouse-scotland.html,104,54
42179969,1731988440,1732464000,Iumenta: A generic framework for animal digital twins,https://arxiv.org/abs/2411.10466,27,9
42180039,1731989351,1732464000,German Naming Convention,https://chrisdone.com/posts/german-naming-convention/,47,23
42180516,1731997188,1732464000,Batched reward model inference and Best-of-N sampling,https://raw.sh/posts/easy_reward_model_inference,34,0
42180597,1731998338,1732464000,How to Build a Chess Engine and Fail,https://obrhubr.org/chess-engine,134,38
42180872,1732001893,1732464000,A Walk with LuaJIT,https://www.polarsignals.com/blog/posts/2024/11/13/lua-unwinding,152,26
42181345,1732007030,1732464000,"Fair coins tend to land on the side they started: Evidence from 350,757 flips",https://www.researchgate.net/publication/374700857_Fair_coins_tend_to_land_on_the_same_side_they_started_Evidence_from_350757_flips,400,182
42181529,1732008691,1732464000,Using GPS in the Year 1565,https://www.verbeeld.be/2024/11/17/using-gps-in-the-year-1565/,199,31
42181631,1732009482,1732464000,Minecraft enters real world with $110M global theme park deal,https://www.theguardian.com/business/2024/nov/19/minecraft-theme-park-deal-uk-us-merlin-entertainments,44,32
42181803,1732011030,1732464000,Cryptographic Calculator,https://zka.lc/,79,3
42181815,1732011099,1732464000,The English Esoteric Programming Language,https://esolangs.org/wiki/English,31,8
42181841,1732011310,1732464000,Show HN: MathGPT – Create math animations for any question,https://math-gpt.org,84,28
42182113,1732013928,1732464000,A C++ Mixin System,https://jennyjams.net/blog/cpp-mixin/,74,39
42182146,1732014152,1732464000,Show HN: Embed an SQLite database in your PostgreSQL table,https://github.com/frectonz/pglite-fusion,177,109
42182292,1732015662,1732464000,Three hundred words you can spell on a calculator [pdf],https://www.mathsquad.com/calculatorwords.pdf,106,38
42182519,1732017782,1732464000,OpenStreetMap's New Vector Tiles,https://tech.marksblogg.com/osm-mvt-vector-tiles.html,497,147
42182557,1732018137,1732464000,Software-defined (Internet) radio with Liquidsoap (2023),https://blog.yossarian.net/2023/06/27/Software-defined-Internet-radio-with-Liquidsoap,59,9
42182680,1732019131,1732464000,Java 24 to Reduce Object Header Size and Save Memory,https://www.infoq.com/news/2024/11/compact-headers-java24/,33,31
42182701,1732019354,1732464000,A silly science prize changed my career,https://www.nature.com/articles/d41586-024-03756-w,110,15
42182784,1732020068,1732464000,Show HN: Rust library for numerical integration of real-valued functions,https://github.com/mtantaoui/Integrate,126,43
42182888,1732020821,1732464000,Half of young Norwegians say online piracy is an acceptable way to save money,https://torrentfreak.com/half-of-young-norwegians-say-online-piracy-is-an-acceptable-way-to-save-money-241119/,82,100
42183079,1732022228,1732464000,The Physics of Butterfly Wings,https://johncarlosbaez.wordpress.com/2015/08/11/the-physics-of-butterfly-wings/,71,14
42183173,1732022860,1732489200,Digital Show and Tell (2013): Xiph's Monty on Digital Audio,https://xiph.org/video/vid2.shtml,33,17
42183192,1732022972,1732464000,Austen and Darwin converged on the question of beauty,https://aeon.co/essays/how-austen-and-darwin-converged-on-the-question-of-beauty,43,5
42183471,1732024702,1732464000,ChipWits FORTH is now Open Source A taste of Game Dev in 1984,https://chipwits.com/2024/11/16/chipwits-40th-birthday-original-forth-code-open-sourced/,19,4
42183561,1732025196,1732464000,Shift Left Is the Tip of the Iceberg,https://semiengineering.com/shift-left-is-the-tip-of-the-iceberg/,181,98
42183747,1732026283,1732464000,Which Power Plant Does My Electricity Come From?,https://practical.engineering/blog/2024/11/14/which-power-plant-does-my-electricity-come-from,201,114
42184968,1732032301,1732464000,A subtle layout bug in Google Search: When CJK text-wrapping meets float,https://likang.dev/posts/google-search-bug/,81,25
42184977,1732032331,1732464000,The Debian Project Mourns the Loss of JéRémy Bobbio (Lunar),https://www.debian.org/News/2024/20241119,35,1
42185626,1732035735,1732464000,A Man of Parts and Learning Fara Dabhoiwala on the Portrait of Francis Williams,https://www.lrb.co.uk/the-paper/v46/n22/fara-dabhoiwala/a-man-of-parts-and-learning,23,2
42185668,1732035971,1732464000,Show HN: Physically accurate black hole simulation using your iPhone camera,https://apps.apple.com/us/app/black-hole-vision/id6737292448,316,115
42185715,1732036168,1732464000,The Analog Thing: Analog Computing for the Future,https://the-analog-thing.org/,111,31
42185842,1732036694,1732464000,Hand Tracking for Mouse Input,https://chernando.com/blog/2023/07/23/hand-tracking-for-mouse-input.html,221,50
42186244,1732038674,1732464000,"Dear sir, you have built a compiler (2022)",https://rachit.pl/post/you-have-built-a-compiler/,378,220
42186467,1732039919,1732464000,"Abbey: Self-hosted AI interface server for documents, notebooks, and chats",https://github.com/US-Artificial-Intelligence/abbey,32,5
42187494,1732046525,1732464000,"Niantic announces ""Large Geospatial Model"" trained on Pokémon Go player data",https://nianticlabs.com/news/largegeospatialmodel,428,337
42187506,1732046590,1732464000,When did estimates turn into deadlines?,https://domainanalysis.io/p/architecture-modernization-execution,326,225
42187632,1732047428,1732464000,Making 8-bit Music From Scratch at the Commodore 64 BASIC Prompt [video],https://www.youtube.com/watch?v=ly5BhGOt2vE,7,1
42187640,1732047469,1732464000,FLTK 1.4 Released,https://www.fltk.org/articles.php?L1955,114,46
42187761,1732048143,1732464000,Using Erlang hot code updates,https://underjord.io/how-i-use-erlang-hot-code-updates.html,268,53
42187766,1732048170,1732464000,"Open Riak – open, modern Riak fork",https://github.com/OpenRiak,225,71
42187967,1732049568,1732464000,El Capitan: New supercomputer is the fastest,https://spectrum.ieee.org/supercomputer-for-nukes,93,104
42188014,1732049844,1732464000,Toshiba stuffs an entire PC into a dot matrix printer – Toshiba Jimucon SJ-9500,https://www.tomshardware.com/desktops/toshiba-stuffs-an-entire-pc-into-a-dot-matrix-printer-toshiba-jimucon-sj-9500-packs-a-mysterious-cpu-8gb-ram-and-two-240gb-ssds,33,17
42188043,1732050095,1732464000,Math4devs.com: List of mathematical symbols with their JavaScript equivalent,https://math4devs.com/,51,12
42188247,1732051578,1732464000,Starship IFT-6 Livestream (liftoff at 4pm CT),https://www.spacex.com/launches/mission/?missionId=starship-flight-6#1,80,50
42188407,1732052522,1732464000,Why is Apple Rosetta 2 fast? (2022),https://dougallj.wordpress.com/2022/11/09/why-is-rosetta-2-fast/,176,79
42188544,1732053487,1732464000,FreeCAD 1.0.0 Released,https://github.com/freecad/freecad/releases/tag/1.0.0,92,4
42188687,1732054534,1732464000,"SpaceX Super Heavy splashes down in the gulf, canceling chopsticks landing",https://twitter.com/spacex/status/1858995009384837380,271,424
42188816,1732055721,1732464000,The Political Afterlife of Paradise Lost,https://www.newstatesman.com/culture/books/book-of-the-day/2024/11/political-afterlife-paradise-lost-milton-orlando-reade-review,60,15
42189253,1732059542,1732464000,Large-Scale Dimension Reduction with Both Global and Local Structure (2021) [pdf],https://jmlr.org/papers/volume22/20-1061/20-1061.pdf,41,8
42189336,1732060228,1732464000,Oncall shift should be Tuesday to Tuesday,https://arthur-johnston.com/tuesday_to_tuesday/,190,224
42189342,1732060260,1732464000,OpenJDK Authorization,https://github.com/pfirmstone/jdk-with-authorization/blob/master/README.md,16,10
42189445,1732061118,1732464000,Agent Blue – Arsenic-Laced Rainbow [pdf],https://11thrru.org/pdf/AgentBlue.pdf,38,15
42189491,1732061627,1732467600,The Flavour of Mechanisation,https://aeon.co/essays/extra-virgin-olive-oil-is-the-flavour-of-mechanisation,14,2
42189744,1732064021,1732464000,I designed my website to look like a chat log,https://www.ypson.com,54,54
42189890,1732065501,1732464000,Ask HN: Bluesky Accounts Worth Following for HN Enthusiasts,,191,129
42190065,1732067113,1732464000,Tiny Glade 'built' its way to >600k sold in a month,https://newsletter.gamediscover.co/p/how-tiny-glade-built-its-way-to-600k,404,102
42190199,1732068511,1732464000,Nickel Plating Handbook [pdf],https://nickelinstitute.org/media/lxxh1zwr/2023-nickelplatinghandbooka5_printablepdf.pdf,60,19
42190205,1732068582,1732464000,David Heinemeier Hansson joins Shopify's board,https://www.shopify.com/news/david-heinemeier-hansson-board,54,17
42190341,1732070081,1732464000,Strava closes the gates to sharing fitness data with other apps,https://www.theverge.com/2024/11/19/24301056/strava-api-ai-data-sharing-policy-change-fitness-tracking,58,17
42190418,1732071021,1732464000,"Nominal for Storing, Structural for Manipulating",https://welltypedwitch.bearblog.dev/nominal-for-storing-structural-for-manipulating/,48,31
42190650,1732074190,1732464000,Understanding the BM25 full text search algorithm,https://emschwartz.me/understanding-the-bm25-full-text-search-algorithm/,305,60
42190769,1732076029,1732464000,Decisions and Dragons,https://www.decisionsanddragons.com/,6,0
42190959,1732078965,1732464000,Show HN: JSON Price Table for Top Large Language Models,https://glama.ai/model-prices/json,9,2
42190984,1732079279,1732464000,"German WWII Soldier Grave Found with Mesolithic Tools, Roman and Byzantine Coins",https://www.labrujulaverde.com/en/2024/11/german-wwii-soldiers-grave-found-in-poland-with-mesolithic-tools-roman-and-byzantine-coins-and-other-artifacts/,117,133
42191354,1732085222,1732464000,Lush: My favorite small programming language,https://scottlocklin.wordpress.com/2024/11/19/lush-my-favorite-small-programming-language/,151,28
